exploratory	EP_PlotID	plant_genus	plant_species	inflorescences_qcm	survey	date
Hainich	HEG46	Agrimonia	Agrimonia eupatoria	20	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Medicago	Medicago sativa	70	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Pimpinella	Pimpinella saxifraga	20	3	8/8/2009 12:00:00 AM
Hainich	HEG5	Achillea	Achillea millefolium agg.	20	1	7/22/2009 12:00:00 AM
Hainich	HEG5	Achillea	Achillea millefolium agg.	70	2	8/1/2009 12:00:00 AM
Hainich	HEG5	Achillea	Achillea millefolium agg.	150	3	8/6/2009 12:00:00 AM
Hainich	HEG5	Achillea	Achillea millefolium agg.	200	4	8/15/2009 12:00:00 AM
Hainich	HEG5	Centaurea	Centaurea jacea	10	4	8/15/2009 12:00:00 AM
Hainich	HEG5	Crepis	Crepis biennis	1350	1	7/22/2009 12:00:00 AM
Hainich	HEG5	Crepis	Crepis biennis	1300	2	8/1/2009 12:00:00 AM
Hainich	HEG5	Crepis	Crepis biennis	900	3	8/6/2009 12:00:00 AM
Hainich	HEG5	Crepis	Crepis biennis	1200	4	8/15/2009 12:00:00 AM
Hainich	HEG5	Lotus	Lotus corniculatus	10	1	7/22/2009 12:00:00 AM
Hainich	HEG5	Lotus	Lotus corniculatus	10	3	8/6/2009 12:00:00 AM
Hainich	HEG5	Pimpinella	Pimpinella saxifraga	50	3	8/6/2009 12:00:00 AM
Hainich	HEG5	Pimpinella	Pimpinella saxifraga	110	1	7/22/2009 12:00:00 AM
Hainich	HEG5	Pimpinella	Pimpinella saxifraga	50	2	8/1/2009 12:00:00 AM
Hainich	HEG5	Prunella	Prunella vulgaris	400	1	7/22/2009 12:00:00 AM
Hainich	HEG5	Prunella	Prunella vulgaris	80	2	8/1/2009 12:00:00 AM
Hainich	HEG5	Prunella	Prunella vulgaris	430	3	8/6/2009 12:00:00 AM
Hainich	HEG5	Prunella	Prunella vulgaris	50	4	8/15/2009 12:00:00 AM
Hainich	HEG5	Trifolium	Trifolium pratense	40	1	7/22/2009 12:00:00 AM
Hainich	HEG5	Trifolium	Trifolium pratense	20	3	8/6/2009 12:00:00 AM
Hainich	HEG5	Trifolium	Trifolium repens	1550	1	7/22/2009 12:00:00 AM
Hainich	HEG5	Trifolium	Trifolium repens	300	2	8/1/2009 12:00:00 AM
Hainich	HEG5	Trifolium	Trifolium repens	200	3	8/6/2009 12:00:00 AM
Hainich	HEG5	Myosotis		80	1	7/22/2009 12:00:00 AM
Hainich	HEG5	Ranunculus		35	1	7/22/2009 12:00:00 AM
Hainich	HEG9	Achillea	Achillea millefolium agg.	40	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Achillea	Achillea millefolium agg.	90	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Achillea	Achillea millefolium agg.	50	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Agrimonia	Agrimonia eupatoria	130	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Agrimonia	Agrimonia eupatoria	95	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Centaurea	Centaurea jacea	100	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Centaurea	Centaurea jacea	170	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Leucanthemum	Leucanthemum vulgare	30	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Leucanthemum	Leucanthemum vulgare	35	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Cichorium	Cichorium intybus	200	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Cichorium	Cichorium intybus	20	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Cirsium	Cirsium acaule	40	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Cirsium	Cirsium acaule	40	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Crepis	Crepis biennis	170	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Crepis	Crepis biennis	20	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Daucus	Daucus carota	65	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Daucus	Daucus carota	40	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Leucanthemum	Leucanthemum vulgare	20	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Linum	Linum catharticum	120	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Lotus	Lotus corniculatus	1300	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Lotus	Lotus corniculatus	2200	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Lotus	Lotus corniculatus	1450	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Medicago	Medicago falcata	220	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Medicago	Medicago lupulina	1600	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Medicago	Medicago lupulina	70	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Melilotus	Melilotus officinalis	10	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Ononis	Ononis spinosa	2200	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Ononis	Ononis spinosa	2600	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Ononis	Ononis spinosa	1150	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Pimpinella	Pimpinella saxifraga	70	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Pimpinella	Pimpinella saxifraga	400	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Pimpinella	Pimpinella saxifraga	250	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Plantago	Plantago media	200	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Plantago	Plantago media	70	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Plantago	Plantago media	20	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Prunella	Prunella vulgaris	50	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Scabiosa	Scabiosa columbaria	10	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Thymus	Thymus pulegioides	30	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Trifolium	Trifolium hybridum	20	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Trifolium	Trifolium hybridum	50	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Trifolium	Trifolium pratense	410	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Trifolium	Trifolium pratense	220	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Trifolium	Trifolium pratense	230	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Trifolium	Trifolium repens	420	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Trifolium	Trifolium repens	80	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Trifolium	Trifolium repens	50	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Vicia	Vicia cracca	10	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Euphrasia	Euphrasia officinalis ssp. rostkoviana	40	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Euphrasia	Euphrasia officinalis ssp. rostkoviana	100	3	8/7/2009 12:00:00 AM
Hainich	HEG9	Euphrasia	Euphrasia officinalis ssp. rostkoviana	50	4	8/15/2009 12:00:00 AM
Hainich	HEG9	Leontodon	Leontodon hispidus	150	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Prunella	Prunella vulgaris	30	1	7/23/2009 12:00:00 AM
Hainich	HEG9	Thymus	Thymus pulegioides	10	3	8/7/2009 12:00:00 AM
