record_no	exploratory	EP_PlotID	plant_genus	plant_species	no_inflorescences	inflorescences_qcm	sub_plot	survey	date	last_mowing
984	SchwaebischeAlb	AEG48	Leucanthemum	Leucanthemum vulgare agg.	70	280	succession	1	6/30/2008 12:00:00 AM	
985	SchwaebischeAlb	AEG48	Lotus	Lotus corniculatus	40	40	managed	1	6/30/2008 12:00:00 AM	
986	SchwaebischeAlb	AEG48	Lotus	Lotus corniculatus	14	14	realistic	1	6/30/2008 12:00:00 AM	
987	SchwaebischeAlb	AEG48	Lotus	Lotus corniculatus	300	300	succession	1	6/30/2008 12:00:00 AM	
988	SchwaebischeAlb	AEG48	Prunella	Prunella grandiflora	720	360	managed	1	6/30/2008 12:00:00 AM	
989	SchwaebischeAlb	AEG48	Prunella	Prunella grandiflora	800	400	realistic	1	6/30/2008 12:00:00 AM	
990	SchwaebischeAlb	AEG48	Prunella	Prunella grandiflora	400	50	succession	1	6/30/2008 12:00:00 AM	
991	SchwaebischeAlb	AEG48	Teucrium	Teucrium montanum	120	120	managed	1	6/30/2008 12:00:00 AM	
992	SchwaebischeAlb	AEG48	Teucrium	Teucrium montanum	320	320	realistic	1	6/30/2008 12:00:00 AM	
993	SchwaebischeAlb	AEG48	Teucrium	Teucrium montanum	70	70	succession	1	6/30/2008 12:00:00 AM	
994	SchwaebischeAlb	AEG48	Thymus	Thymus pulegioides	55	7	managed	1	6/30/2008 12:00:00 AM	
995	SchwaebischeAlb	AEG48	Thymus	Thymus pulegioides	70	9	realistic	1	6/30/2008 12:00:00 AM	
996	SchwaebischeAlb	AEG48	Thymus	Thymus pulegioides	150	19	succession	1	6/30/2008 12:00:00 AM	
997	SchwaebischeAlb	AEG48	Trifolium	Trifolium pratense	7	14	succession	1	6/30/2008 12:00:00 AM	
998	SchwaebischeAlb	AEG48	Asperula	Asperula cynanchica	430	48	managed	2	8/11/2008 12:00:00 AM	7/2/2008
999	SchwaebischeAlb	AEG48	Asperula	Asperula cynanchica	380	48	realistic	2	8/11/2008 12:00:00 AM	
1000	SchwaebischeAlb	AEG48	Asperula	Asperula cynanchica	250	31	succession	2	8/11/2008 12:00:00 AM	
1001	SchwaebischeAlb	AEG48	Campanula	Campanula rotundifolia	9	14	managed	2	8/11/2008 12:00:00 AM	7/2/2008
1002	SchwaebischeAlb	AEG48	Campanula	Campanula rotundifolia	12	18	realistic	2	8/11/2008 12:00:00 AM	
1003	SchwaebischeAlb	AEG48	Campanula	Campanula rotundifolia	36	54	succession	2	8/11/2008 12:00:00 AM	
1004	SchwaebischeAlb	AEG48	Carlina	Carlina acaulis	5	50	realistic	2	8/11/2008 12:00:00 AM	
1005	SchwaebischeAlb	AEG48	Carlina	Carlina acaulis	4	40	succession	2	8/11/2008 12:00:00 AM	
1006	SchwaebischeAlb	AEG48	Cirsium	Cirsium acaule	4	12	managed	2	8/11/2008 12:00:00 AM	7/2/2008
1007	SchwaebischeAlb	AEG48	Cirsium	Cirsium acaule	22	66	realistic	2	8/11/2008 12:00:00 AM	
1008	SchwaebischeAlb	AEG48	Cirsium	Cirsium acaule	4	12	succession	2	8/11/2008 12:00:00 AM	
1009	SchwaebischeAlb	AEG48	Euphrasia	Euphrasia officinalis	4	2	managed	2	8/11/2008 12:00:00 AM	7/2/2008
1010	SchwaebischeAlb	AEG48	Euphrasia	Euphrasia officinalis	3	2	realistic	2	8/11/2008 12:00:00 AM	
1011	SchwaebischeAlb	AEG48	Euphrasia	Euphrasia officinalis	11	6	succession	2	8/11/2008 12:00:00 AM	
1012	SchwaebischeAlb	AEG48	Hieracium	Hieracium pilosella	2	4	managed	2	8/11/2008 12:00:00 AM	7/2/2008
1013	SchwaebischeAlb	AEG48	Hieracium	Hieracium pilosella	1	2	realistic	2	8/11/2008 12:00:00 AM	
1014	SchwaebischeAlb	AEG48	Hieracium	Hieracium pilosella	1	2	succession	2	8/11/2008 12:00:00 AM	
1015	SchwaebischeAlb	AEG48	Hypochaeris	Hypochaeris radicata	1	2	managed	2	8/11/2008 12:00:00 AM	7/2/2008
1016	SchwaebischeAlb	AEG48	Hypochaeris	Hypochaeris radicata	3	6	realistic	2	8/11/2008 12:00:00 AM	
1017	SchwaebischeAlb	AEG48	Hypochaeris	Hypochaeris radicata	17	34	succession	2	8/11/2008 12:00:00 AM	
1018	SchwaebischeAlb	AEG48	Lotus	Lotus corniculatus	17	17	managed	2	8/11/2008 12:00:00 AM	7/2/2008
1019	SchwaebischeAlb	AEG48	Lotus	Lotus corniculatus	9	9	realistic	2	8/11/2008 12:00:00 AM	
1020	SchwaebischeAlb	AEG48	Lotus	Lotus corniculatus	64	64	succession	2	8/11/2008 12:00:00 AM	
1021	SchwaebischeAlb	AEG48	Pimpinella	Pimpinella saxifraga	2400	200	managed	2	8/11/2008 12:00:00 AM	7/2/2008
1022	SchwaebischeAlb	AEG48	Pimpinella	Pimpinella saxifraga	4400	367	realistic	2	8/11/2008 12:00:00 AM	
1023	SchwaebischeAlb	AEG48	Pimpinella	Pimpinella saxifraga	3300	275	succession	2	8/11/2008 12:00:00 AM	
1024	SchwaebischeAlb	AEG48	Prunella	Prunella grandiflora	450	225	managed	2	8/11/2008 12:00:00 AM	7/2/2008
1025	SchwaebischeAlb	AEG48	Prunella	Prunella grandiflora	250	125	realistic	2	8/11/2008 12:00:00 AM	
1026	SchwaebischeAlb	AEG48	Prunella	Prunella grandiflora	350	175	succession	2	8/11/2008 12:00:00 AM	
1027	SchwaebischeAlb	AEG48	Teucrium	Teucrium montanum	4	4	managed	2	8/11/2008 12:00:00 AM	7/2/2008
1028	SchwaebischeAlb	AEG48	Teucrium	Teucrium montanum	14	14	realistic	2	8/11/2008 12:00:00 AM	
1029	SchwaebischeAlb	AEG48	Thymus	Thymus pulegioides	6	1	realistic	2	8/11/2008 12:00:00 AM	
1030	SchwaebischeAlb	AEG48	Thymus	Thymus pulegioides	20	3	succession	2	8/11/2008 12:00:00 AM	
1031	SchwaebischeAlb	AEG48	Trifolium	Trifolium pratense	4	8	succession	2	8/11/2008 12:00:00 AM	
1032	SchwaebischeAlb	AEG48	Asperula	Asperula cynanchica	42	5	managed	3	9/8/2008 12:00:00 AM	8/13/2008
1033	SchwaebischeAlb	AEG48	Asperula	Asperula cynanchica	29	4	realistic	3	9/8/2008 12:00:00 AM	
1034	SchwaebischeAlb	AEG48	Asperula	Asperula cynanchica	42	5	succession	3	9/8/2008 12:00:00 AM	
1035	SchwaebischeAlb	AEG48	Carlina	Carlina acaulis	2	20	managed	3	9/8/2008 12:00:00 AM	8/13/2008
1036	SchwaebischeAlb	AEG48	Carlina	Carlina acaulis	12	120	realistic	3	9/8/2008 12:00:00 AM	
1037	SchwaebischeAlb	AEG48	Carlina	Carlina acaulis	13	130	succession	3	9/8/2008 12:00:00 AM	
1038	SchwaebischeAlb	AEG48	Cirsium	Cirsium acaule	8	24	realistic	3	9/8/2008 12:00:00 AM	
1039	SchwaebischeAlb	AEG48	Cirsium	Cirsium acaule	2	6	succession	3	9/8/2008 12:00:00 AM	
1040	SchwaebischeAlb	AEG48	Euphrasia	Euphrasia officinalis	22	11	managed	3	9/8/2008 12:00:00 AM	8/13/2008
1041	SchwaebischeAlb	AEG48	Euphrasia	Euphrasia officinalis	77	39	realistic	3	9/8/2008 12:00:00 AM	
1042	SchwaebischeAlb	AEG48	Euphrasia	Euphrasia officinalis	439	220	succession	3	9/8/2008 12:00:00 AM	
1043	SchwaebischeAlb	AEG48	Gentianella	Gentianella germanica	5	15	managed	3	9/8/2008 12:00:00 AM	8/13/2008
1044	SchwaebischeAlb	AEG48	Gentianella	Gentianella germanica	42	126	realistic	3	9/8/2008 12:00:00 AM	
1045	SchwaebischeAlb	AEG48	Gentianella	Gentianella germanica	66	198	succession	3	9/8/2008 12:00:00 AM	
1046	SchwaebischeAlb	AEG48	Hieracium	Hieracium pilosella	2	4	managed	3	9/8/2008 12:00:00 AM	8/13/2008
1047	SchwaebischeAlb	AEG48	Hieracium	Hieracium pilosella	1	2	realistic	3	9/8/2008 12:00:00 AM	
1048	SchwaebischeAlb	AEG48	Leontodon	Leontodon autumnalis	8	24	succession	3	9/8/2008 12:00:00 AM	
1049	SchwaebischeAlb	AEG48	Prunella	Prunella grandiflora	113	57	managed	3	9/8/2008 12:00:00 AM	8/13/2008
1050	SchwaebischeAlb	AEG48	Prunella	Prunella grandiflora	74	37	realistic	3	9/8/2008 12:00:00 AM	
1051	SchwaebischeAlb	AEG48	Prunella	Prunella grandiflora	94	47	succession	3	9/8/2008 12:00:00 AM	
1052	SchwaebischeAlb	AEG48	Thymus	Thymus pulegioides	10	1	realistic	3	9/8/2008 12:00:00 AM	
1053	SchwaebischeAlb	AEG48	Pimpinella		480	40	managed	3	9/8/2008 12:00:00 AM	8/13/2008
1054	SchwaebischeAlb	AEG48	Pimpinella		1500	125	realistic	3	9/8/2008 12:00:00 AM	
1055	SchwaebischeAlb	AEG48	Pimpinella		1100	92	succession	3	9/8/2008 12:00:00 AM	
1056	SchwaebischeAlb	AEG48	Rhinanthus		25	25	realistic	2	8/11/2008 12:00:00 AM	
1057	SchwaebischeAlb	AEG48	Rhinanthus		140	140	realistic	3	9/8/2008 12:00:00 AM	
1058	SchwaebischeAlb	AEG5			0	0	realistic	1	7/3/2008 12:00:00 AM	
1059	SchwaebischeAlb	AEG5	Cerastium	Cerastium holosteoides	11	2	managed	1	7/3/2008 12:00:00 AM	
1060	SchwaebischeAlb	AEG5	Cerastium	Cerastium holosteoides	9	2	succession	1	7/3/2008 12:00:00 AM	
1061	SchwaebischeAlb	AEG5	Crepis	Crepis biennis	45	90	managed	1	7/3/2008 12:00:00 AM	
1062	SchwaebischeAlb	AEG5	Crepis	Crepis biennis	30	60	succession	1	7/3/2008 12:00:00 AM	
1063	SchwaebischeAlb	AEG5	Myosotis	Myosotis arvensis	12	3	managed	1	7/3/2008 12:00:00 AM	
1064	SchwaebischeAlb	AEG5	Myosotis	Myosotis arvensis	7	2	succession	1	7/3/2008 12:00:00 AM	
1065	SchwaebischeAlb	AEG5	Ranunculus	Ranunculus acris	1	1	managed	1	7/3/2008 12:00:00 AM	
1066	SchwaebischeAlb	AEG5	Ranunculus	Ranunculus acris	3	3	succession	1	7/3/2008 12:00:00 AM	
1067	SchwaebischeAlb	AEG5	Trifolium	Trifolium pratense	5	10	managed	1	7/3/2008 12:00:00 AM	
1068	SchwaebischeAlb	AEG5	Vicia	Vicia sepium	4	4	managed	1	7/3/2008 12:00:00 AM	
1069	SchwaebischeAlb	AEG5	Cerastium	Cerastium holosteoides	1	1	managed	2	8/7/2008 12:00:00 AM	7/3/2008
1070	SchwaebischeAlb	AEG5	Cerastium	Cerastium holosteoides	3	1	succession	2	8/7/2008 12:00:00 AM	
1071	SchwaebischeAlb	AEG5	Galium	Galium mollugo agg.	180	20	managed	2	8/7/2008 12:00:00 AM	7/3/2008
1072	SchwaebischeAlb	AEG5	Galium	Galium mollugo agg.	470	52	realistic	2	8/7/2008 12:00:00 AM	
1073	SchwaebischeAlb	AEG5	Galium	Galium mollugo agg.	6	1	succession	2	8/7/2008 12:00:00 AM	
1074	SchwaebischeAlb	AEG5	Trifolium	Trifolium pratense	3	6	managed	2	8/7/2008 12:00:00 AM	7/3/2008
1075	SchwaebischeAlb	AEG5	Trifolium	Trifolium pratense	4	8	realistic	2	8/7/2008 12:00:00 AM	
1076	SchwaebischeAlb	AEG6			0	0	realistic	1	7/3/2008 12:00:00 AM	
1077	SchwaebischeAlb	AEG6	Crepis	Crepis biennis	7	14	managed	1	7/3/2008 12:00:00 AM	
1078	SchwaebischeAlb	AEG6	Crepis	Crepis biennis	2	4	succession	1	7/3/2008 12:00:00 AM	
1079	SchwaebischeAlb	AEG6	Ranunculus	Ranunculus acris	10	10	managed	1	7/3/2008 12:00:00 AM	
1080	SchwaebischeAlb	AEG6	Ranunculus	Ranunculus acris	8	8	succession	1	7/3/2008 12:00:00 AM	
1081	SchwaebischeAlb	AEG6	Trifolium	Trifolium pratense	1	2	managed	1	7/3/2008 12:00:00 AM	
1082	SchwaebischeAlb	AEG6	Crepis	Crepis biennis	3	6	realistic	2	8/7/2008 12:00:00 AM	
1083	SchwaebischeAlb	AEG6	Galium	Galium mollugo agg.	270	30	managed	2	8/7/2008 12:00:00 AM	7/5/2008
1084	SchwaebischeAlb	AEG6	Galium	Galium mollugo agg.	990	110	realistic	2	8/7/2008 12:00:00 AM	
1085	SchwaebischeAlb	AEG6	Galium	Galium mollugo agg.	650	72	succession	2	8/7/2008 12:00:00 AM	
1086	SchwaebischeAlb	AEG6	Hypericum	Hypericum perforatum	5	3	succession	2	8/7/2008 12:00:00 AM	
1087	SchwaebischeAlb	AEG6	Ranunculus	Ranunculus acris	1	1	realistic	2	8/7/2008 12:00:00 AM	
1088	SchwaebischeAlb	AEG6	Ranunculus	Ranunculus acris	2	2	succession	2	8/7/2008 12:00:00 AM	
1089	SchwaebischeAlb	AEG6	Trifolium	Trifolium pratense	2	4	realistic	2	8/7/2008 12:00:00 AM	
1090	SchwaebischeAlb	AEG6	Galium	Galium mollugo agg.	50	6	realistic	3	9/10/2008 12:00:00 AM	
1091	SchwaebischeAlb	AEG6	Galium	Galium mollugo agg.	1900	211	succession	3	9/10/2008 12:00:00 AM	
1092	SchwaebischeAlb	AEG6	Plantago	Plantago lanceolata	1	2	managed	3	9/10/2008 12:00:00 AM	8/11/2008
1093	SchwaebischeAlb	AEG7	Anthyllis	Anthyllis vulneraria	1000	250	managed	1	6/29/2008 12:00:00 AM	
1094	SchwaebischeAlb	AEG7	Anthyllis	Anthyllis vulneraria	1	1	realistic	1	6/29/2008 12:00:00 AM	
1095	SchwaebischeAlb	AEG7	Anthyllis	Anthyllis vulneraria	150	38	succession	1	6/29/2008 12:00:00 AM	
1096	SchwaebischeAlb	AEG7	Asperula	Asperula cynanchica	50	6	managed	1	6/29/2008 12:00:00 AM	
1097	SchwaebischeAlb	AEG7	Asperula	Asperula cynanchica	250	31	succession	1	6/29/2008 12:00:00 AM	
1098	SchwaebischeAlb	AEG7	Galium	Galium verum	100	11	realistic	1	6/29/2008 12:00:00 AM	
1099	SchwaebischeAlb	AEG7	Helianthemum	Helianthemum nummularium	260	260	managed	1	6/29/2008 12:00:00 AM	
1100	SchwaebischeAlb	AEG7	Helianthemum	Helianthemum nummularium	52	52	realistic	1	6/29/2008 12:00:00 AM	
1101	SchwaebischeAlb	AEG7	Helianthemum	Helianthemum nummularium	195	195	succession	1	6/29/2008 12:00:00 AM	
1102	SchwaebischeAlb	AEG7	Lotus	Lotus corniculatus	8	8	realistic	1	6/29/2008 12:00:00 AM	
1103	SchwaebischeAlb	AEG7	Lotus	Lotus corniculatus	20	20	succession	1	6/29/2008 12:00:00 AM	
1104	SchwaebischeAlb	AEG7	Ononis	Ononis repens	25	50	managed	1	6/29/2008 12:00:00 AM	
1105	SchwaebischeAlb	AEG7	Prunella	Prunella grandiflora	40	20	managed	1	6/29/2008 12:00:00 AM	
1106	SchwaebischeAlb	AEG7	Prunella	Prunella grandiflora	13	7	realistic	1	6/29/2008 12:00:00 AM	
1107	SchwaebischeAlb	AEG7	Prunella	Prunella grandiflora	38	19	succession	1	6/29/2008 12:00:00 AM	
1108	SchwaebischeAlb	AEG7	Thymus	Thymus pulegioides	20	3	managed	1	6/29/2008 12:00:00 AM	
1109	SchwaebischeAlb	AEG7	Thymus	Thymus pulegioides	50	6	succession	1	6/29/2008 12:00:00 AM	
1110	SchwaebischeAlb	AEG7	Anthyllis	Anthyllis vulneraria	5	1	managed	2	8/9/2008 12:00:00 AM	7/1/2008
1111	SchwaebischeAlb	AEG7	Asperula	Asperula cynanchica	120	15	realistic	2	8/9/2008 12:00:00 AM	
1112	SchwaebischeAlb	AEG7	Asperula	Asperula cynanchica	160	20	succession	2	8/9/2008 12:00:00 AM	
1113	SchwaebischeAlb	AEG7	Campanula	Campanula rotundifolia	13	20	managed	2	8/9/2008 12:00:00 AM	7/1/2008
1114	SchwaebischeAlb	AEG7	Campanula	Campanula rotundifolia	36	54	realistic	2	8/9/2008 12:00:00 AM	
1115	SchwaebischeAlb	AEG7	Campanula	Campanula rotundifolia	9	14	succession	2	8/9/2008 12:00:00 AM	
1116	SchwaebischeAlb	AEG7	Centaurea	Centaurea jacea	1	4	realistic	2	8/9/2008 12:00:00 AM	
1117	SchwaebischeAlb	AEG7	Cirsium	Cirsium acaule	17	51	managed	2	8/9/2008 12:00:00 AM	7/1/2008
1118	SchwaebischeAlb	AEG7	Cirsium	Cirsium acaule	8	24	realistic	2	8/9/2008 12:00:00 AM	
1119	SchwaebischeAlb	AEG7	Cirsium	Cirsium acaule	3	9	succession	2	8/9/2008 12:00:00 AM	
1120	SchwaebischeAlb	AEG7	Euphrasia	Euphrasia officinalis	360	180	managed	2	8/9/2008 12:00:00 AM	7/1/2008
1121	SchwaebischeAlb	AEG7	Euphrasia	Euphrasia officinalis	230	115	realistic	2	8/9/2008 12:00:00 AM	
1122	SchwaebischeAlb	AEG7	Euphrasia	Euphrasia officinalis	550	275	succession	2	8/9/2008 12:00:00 AM	
1123	SchwaebischeAlb	AEG7	Helianthemum	Helianthemum nummularium	5	5	managed	2	8/9/2008 12:00:00 AM	7/1/2008
1124	SchwaebischeAlb	AEG7	Helianthemum	Helianthemum nummularium	10	10	realistic	2	8/9/2008 12:00:00 AM	
1125	SchwaebischeAlb	AEG7	Helianthemum	Helianthemum nummularium	6	6	succession	2	8/9/2008 12:00:00 AM	
1126	SchwaebischeAlb	AEG7	Hieracium	Hieracium pilosella	1	2	managed	2	8/9/2008 12:00:00 AM	7/1/2008
1127	SchwaebischeAlb	AEG7	Lotus	Lotus corniculatus	46	46	managed	2	8/9/2008 12:00:00 AM	7/1/2008
1128	SchwaebischeAlb	AEG7	Lotus	Lotus corniculatus	62	62	realistic	2	8/9/2008 12:00:00 AM	
1129	SchwaebischeAlb	AEG7	Lotus	Lotus corniculatus	150	150	succession	2	8/9/2008 12:00:00 AM	
1130	SchwaebischeAlb	AEG7	Ononis	Ononis repens	1	2	managed	2	8/9/2008 12:00:00 AM	7/1/2008
1131	SchwaebischeAlb	AEG7	Ononis	Ononis repens	23	46	realistic	2	8/9/2008 12:00:00 AM	
1132	SchwaebischeAlb	AEG7	Pimpinella	Pimpinella saxifraga	110	9	managed	2	8/9/2008 12:00:00 AM	7/1/2008
1133	SchwaebischeAlb	AEG7	Pimpinella	Pimpinella saxifraga	340	28	realistic	2	8/9/2008 12:00:00 AM	
1134	SchwaebischeAlb	AEG7	Pimpinella	Pimpinella saxifraga	190	16	succession	2	8/9/2008 12:00:00 AM	
1135	SchwaebischeAlb	AEG7	Prunella	Prunella grandiflora	360	180	managed	2	8/9/2008 12:00:00 AM	7/1/2008
1136	SchwaebischeAlb	AEG7	Prunella	Prunella grandiflora	100	50	realistic	2	8/9/2008 12:00:00 AM	
1137	SchwaebischeAlb	AEG7	Prunella	Prunella grandiflora	140	70	succession	2	8/9/2008 12:00:00 AM	
1138	SchwaebischeAlb	AEG7	Scabiosa	Scabiosa columbaria	5	20	managed	2	8/9/2008 12:00:00 AM	7/1/2008
1139	SchwaebischeAlb	AEG7	Scabiosa	Scabiosa columbaria	2	8	realistic	2	8/9/2008 12:00:00 AM	
1140	SchwaebischeAlb	AEG7	Scabiosa	Scabiosa columbaria	1	4	succession	2	8/9/2008 12:00:00 AM	
1141	SchwaebischeAlb	AEG7	Thymus	Thymus pulegioides	210	26	managed	2	8/9/2008 12:00:00 AM	7/1/2008
1142	SchwaebischeAlb	AEG7	Thymus	Thymus pulegioides	70	9	realistic	2	8/9/2008 12:00:00 AM	
1143	SchwaebischeAlb	AEG7	Thymus	Thymus pulegioides	150	19	succession	2	8/9/2008 12:00:00 AM	
1144	SchwaebischeAlb	AEG7	Anthyllis	Anthyllis vulneraria	5	1	managed	3	9/12/2008 12:00:00 AM	8/11/2008
1145	SchwaebischeAlb	AEG7	Asperula	Asperula cynanchica	4	1	managed	3	9/12/2008 12:00:00 AM	8/11/2008
1146	SchwaebischeAlb	AEG7	Asperula	Asperula cynanchica	4	1	realistic	3	9/12/2008 12:00:00 AM	
1147	SchwaebischeAlb	AEG7	Campanula	Campanula rotundifolia	1	2	realistic	3	9/12/2008 12:00:00 AM	
1148	SchwaebischeAlb	AEG7	Campanula	Campanula rotundifolia	3	5	succession	3	9/12/2008 12:00:00 AM	
1149	SchwaebischeAlb	AEG7	Cirsium	Cirsium acaule	2	6	managed	3	9/12/2008 12:00:00 AM	8/11/2008
1150	SchwaebischeAlb	AEG7	Cirsium	Cirsium acaule	1	3	realistic	3	9/12/2008 12:00:00 AM	
1151	SchwaebischeAlb	AEG7	Cirsium	Cirsium acaule	1	3	succession	3	9/12/2008 12:00:00 AM	
1152	SchwaebischeAlb	AEG7	Euphrasia	Euphrasia officinalis	150	75	managed	3	9/12/2008 12:00:00 AM	8/11/2008
1153	SchwaebischeAlb	AEG7	Euphrasia	Euphrasia officinalis	60	30	realistic	3	9/12/2008 12:00:00 AM	
1154	SchwaebischeAlb	AEG7	Euphrasia	Euphrasia officinalis	35	18	succession	3	9/12/2008 12:00:00 AM	
1155	SchwaebischeAlb	AEG7	Helianthemum	Helianthemum nummularium	2	2	managed	3	9/12/2008 12:00:00 AM	8/11/2008
1156	SchwaebischeAlb	AEG7	Helianthemum	Helianthemum nummularium	7	7	realistic	3	9/12/2008 12:00:00 AM	
1157	SchwaebischeAlb	AEG7	Helianthemum	Helianthemum nummularium	4	4	succession	3	9/12/2008 12:00:00 AM	
1158	SchwaebischeAlb	AEG7	Hieracium	Hieracium pilosella	2	4	managed	3	9/12/2008 12:00:00 AM	8/11/2008
1159	SchwaebischeAlb	AEG7	Hieracium	Hieracium pilosella	1	2	succession	3	9/12/2008 12:00:00 AM	
1160	SchwaebischeAlb	AEG7	Lotus	Lotus corniculatus	3	3	managed	3	9/12/2008 12:00:00 AM	8/11/2008
1161	SchwaebischeAlb	AEG7	Pimpinella	Pimpinella saxifraga	350	29	realistic	3	9/12/2008 12:00:00 AM	
1162	SchwaebischeAlb	AEG7	Pimpinella	Pimpinella saxifraga	450	38	succession	3	9/12/2008 12:00:00 AM	
1163	SchwaebischeAlb	AEG7	Prunella	Prunella grandiflora	52	26	managed	3	9/12/2008 12:00:00 AM	8/11/2008
1164	SchwaebischeAlb	AEG7	Prunella	Prunella grandiflora	50	25	realistic	3	9/12/2008 12:00:00 AM	
1165	SchwaebischeAlb	AEG7	Prunella	Prunella grandiflora	12	6	succession	3	9/12/2008 12:00:00 AM	
1166	SchwaebischeAlb	AEG7	Scabiosa	Scabiosa columbaria	1	4	managed	3	9/12/2008 12:00:00 AM	8/11/2008
1167	SchwaebischeAlb	AEG7	Scabiosa	Scabiosa columbaria	1	4	realistic	3	9/12/2008 12:00:00 AM	
1168	SchwaebischeAlb	AEG7	Scabiosa	Scabiosa columbaria	1	4	succession	3	9/12/2008 12:00:00 AM	
1169	SchwaebischeAlb	AEG7	Teucrium	Teucrium montanum	14	14	managed	3	9/12/2008 12:00:00 AM	8/11/2008
1170	SchwaebischeAlb	AEG7	Teucrium	Teucrium montanum	4	4	realistic	3	9/12/2008 12:00:00 AM	
1171	SchwaebischeAlb	AEG7	Thymus	Thymus pulegioides	60	8	managed	3	9/12/2008 12:00:00 AM	8/11/2008
1172	SchwaebischeAlb	AEG7	Thymus	Thymus pulegioides	45	6	realistic	3	9/12/2008 12:00:00 AM	
1173	SchwaebischeAlb	AEG7	Thymus	Thymus pulegioides	30	4	succession	3	9/12/2008 12:00:00 AM	
1174	SchwaebischeAlb	AEG8	Asperula	Asperula cynanchica	12	2	managed	1	6/30/2008 12:00:00 AM	
1175	SchwaebischeAlb	AEG8	Asperula	Asperula cynanchica	10	1	succession	1	6/30/2008 12:00:00 AM	
1176	SchwaebischeAlb	AEG8	Dianthus	Dianthus carthusianorum	3	9	managed	1	6/30/2008 12:00:00 AM	
1177	SchwaebischeAlb	AEG8	Galium	Galium mollugo agg.	1500	167	managed	1	6/30/2008 12:00:00 AM	
1178	SchwaebischeAlb	AEG8	Galium	Galium mollugo agg.	100	11	succession	1	6/30/2008 12:00:00 AM	
1179	SchwaebischeAlb	AEG8	Galium	Galium verum	10000	1111	managed	1	6/30/2008 12:00:00 AM	
1180	SchwaebischeAlb	AEG8	Galium	Galium verum	1500	167	succession	1	6/30/2008 12:00:00 AM	
1181	SchwaebischeAlb	AEG8	Helianthemum	Helianthemum nummularium	250	250	managed	1	6/30/2008 12:00:00 AM	
1182	SchwaebischeAlb	AEG8	Leucanthemum	Leucanthemum vulgare agg.	30	8	managed	1	6/30/2008 12:00:00 AM	
1183	SchwaebischeAlb	AEG8	Leucanthemum	Leucanthemum vulgare agg.	180	720	succession	1	6/30/2008 12:00:00 AM	
1184	SchwaebischeAlb	AEG8	Lotus	Lotus corniculatus	9	9	managed	1	6/30/2008 12:00:00 AM	
1185	SchwaebischeAlb	AEG8	Lotus	Lotus corniculatus	25	25	succession	1	6/30/2008 12:00:00 AM	
1186	SchwaebischeAlb	AEG8	Medicago	Medicago lupulina	15	4	succession	1	6/30/2008 12:00:00 AM	
1187	SchwaebischeAlb	AEG8	Securigera	Securigera varia	4	4	managed	1	6/30/2008 12:00:00 AM	
1188	SchwaebischeAlb	AEG8	Thymus	Thymus pulegioides	640	80	managed	1	6/30/2008 12:00:00 AM	
1189	SchwaebischeAlb	AEG8	Thymus	Thymus pulegioides	14	2	realistic	1	6/30/2008 12:00:00 AM	
1190	SchwaebischeAlb	AEG8	Thymus	Thymus pulegioides	770	96	succession	1	6/30/2008 12:00:00 AM	
1191	SchwaebischeAlb	AEG8	Trifolium	Trifolium pratense	5	10	managed	1	6/30/2008 12:00:00 AM	
1192	SchwaebischeAlb	AEG8	Trifolium	Trifolium pratense	20	40	succession	1	6/30/2008 12:00:00 AM	
1193	SchwaebischeAlb	AEG8	Trifolium	Trifolium repens	15	30	realistic	1	6/30/2008 12:00:00 AM	
1194	SchwaebischeAlb	AEG8	Veronica	Veronica teucrium	13	3	managed	1	6/30/2008 12:00:00 AM	
1195	SchwaebischeAlb	AEG8	Veronica	Veronica teucrium	35	9	succession	1	6/30/2008 12:00:00 AM	
1196	SchwaebischeAlb	AEG8	Vicia	Vicia sepium	20	20	managed	1	6/30/2008 12:00:00 AM	
1197	SchwaebischeAlb	AEG8	Achillea	Achillea millefolium	40	7	managed	2	8/11/2008 12:00:00 AM	7/1/2008
1198	SchwaebischeAlb	AEG8	Agrimonia	Agrimonia eupatoria	12	6	succession	2	8/11/2008 12:00:00 AM	
1199	SchwaebischeAlb	AEG8	Asperula	Asperula cynanchica	40	5	succession	2	8/11/2008 12:00:00 AM	
1200	SchwaebischeAlb	AEG8	Campanula	Campanula rotundifolia	13	20	succession	2	8/11/2008 12:00:00 AM	
1201	SchwaebischeAlb	AEG8	Carlina	Carlina acaulis	6	60	succession	2	8/11/2008 12:00:00 AM	
1202	SchwaebischeAlb	AEG8	Euphrasia	Euphrasia officinalis	155	78	managed	2	8/11/2008 12:00:00 AM	7/1/2008
1203	SchwaebischeAlb	AEG8	Euphrasia	Euphrasia officinalis	330	145	realistic	2	8/11/2008 12:00:00 AM	
1204	SchwaebischeAlb	AEG8	Euphrasia	Euphrasia officinalis	6	3	succession	2	8/11/2008 12:00:00 AM	
1205	SchwaebischeAlb	AEG8	Hypericum	Hypericum perforatum	20	40	succession	2	8/11/2008 12:00:00 AM	
1206	SchwaebischeAlb	AEG8	Leucanthemum	Leucanthemum vulgare agg.	1	4	succession	2	8/11/2008 12:00:00 AM	
1207	SchwaebischeAlb	AEG8	Lotus	Lotus corniculatus	13	13	managed	2	8/11/2008 12:00:00 AM	7/1/2008
